IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
8.222.136.247,2082,false,SIN,Asia Pacific,Singapore,215 ms,6829 kB/s
47.237.125.8,8080,false,SIN,Asia Pacific,Singapore,214 ms,6794 kB/s
8.219.0.48,2086,false,SIN,Asia Pacific,Singapore,214 ms,6778 kB/s
8.219.189.143,2086,false,SIN,Asia Pacific,Singapore,224 ms,6755 kB/s
8.218.201.73,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,6732 kB/s
8.219.107.135,2052,false,SIN,Asia Pacific,Singapore,220 ms,6725 kB/s
8.222.187.4,2052,false,SIN,Asia Pacific,Singapore,216 ms,6723 kB/s
8.219.189.143,2082,false,SIN,Asia Pacific,Singapore,232 ms,6707 kB/s
8.219.107.135,2086,false,SIN,Asia Pacific,Singapore,219 ms,6706 kB/s
8.219.97.50,2086,false,SIN,Asia Pacific,Singapore,217 ms,6685 kB/s
47.236.144.208,8080,false,SIN,Asia Pacific,Singapore,232 ms,6656 kB/s
8.219.189.143,2052,false,SIN,Asia Pacific,Singapore,223 ms,6647 kB/s
47.76.37.57,2086,false,HKG,Asia Pacific,Hong Kong,54 ms,6629 kB/s
47.236.150.13,2052,false,SIN,Asia Pacific,Singapore,221 ms,6629 kB/s
8.219.198.139,8880,false,SIN,Asia Pacific,Singapore,224 ms,6591 kB/s
8.210.65.1,8880,false,HKG,Asia Pacific,Hong Kong,59 ms,6577 kB/s
47.237.95.13,2086,false,SIN,Asia Pacific,Singapore,218 ms,6572 kB/s
47.245.96.80,2052,false,SIN,Asia Pacific,Singapore,225 ms,6562 kB/s
8.219.86.200,2082,false,SIN,Asia Pacific,Singapore,217 ms,6543 kB/s
47.236.144.208,2086,false,SIN,Asia Pacific,Singapore,231 ms,6541 kB/s
47.237.94.140,2052,false,SIN,Asia Pacific,Singapore,226 ms,6539 kB/s
47.237.10.1,2095,false,SIN,Asia Pacific,Singapore,226 ms,6521 kB/s
47.237.95.146,2095,false,SIN,Asia Pacific,Singapore,219 ms,6497 kB/s
47.236.165.25,80,false,SIN,Asia Pacific,Singapore,213 ms,6491 kB/s
47.245.96.80,2082,false,SIN,Asia Pacific,Singapore,225 ms,6471 kB/s
47.236.172.95,2052,false,SIN,Asia Pacific,Singapore,215 ms,6456 kB/s
47.243.26.83,2082,false,HKG,Asia Pacific,Hong Kong,64 ms,6429 kB/s
8.219.0.48,2095,false,SIN,Asia Pacific,Singapore,217 ms,6393 kB/s
8.210.85.222,2052,false,HKG,Asia Pacific,Hong Kong,61 ms,6387 kB/s
8.219.139.13,2082,false,SIN,Asia Pacific,Singapore,212 ms,6379 kB/s
8.222.137.192,2086,false,SIN,Asia Pacific,Singapore,215 ms,6378 kB/s
8.219.97.50,8880,false,SIN,Asia Pacific,Singapore,215 ms,6374 kB/s
8.210.65.1,2082,false,HKG,Asia Pacific,Hong Kong,66 ms,6359 kB/s
8.219.97.50,2082,false,SIN,Asia Pacific,Singapore,217 ms,6356 kB/s
47.237.121.38,2086,false,SIN,Asia Pacific,Singapore,229 ms,6342 kB/s
47.243.27.217,2086,false,HKG,Asia Pacific,Hong Kong,61 ms,6316 kB/s
8.219.104.37,2095,false,SIN,Asia Pacific,Singapore,213 ms,6315 kB/s
8.222.193.65,2095,false,SIN,Asia Pacific,Singapore,225 ms,6313 kB/s
8.219.107.135,2082,false,SIN,Asia Pacific,Singapore,226 ms,6257 kB/s
8.219.93.5,2082,false,SIN,Asia Pacific,Singapore,217 ms,6253 kB/s
47.236.144.156,8080,false,SIN,Asia Pacific,Singapore,235 ms,6253 kB/s
8.222.156.242,8080,false,SIN,Asia Pacific,Singapore,222 ms,6250 kB/s
47.76.192.24,2052,false,HKG,Asia Pacific,Hong Kong,61 ms,6241 kB/s
8.222.183.242,8880,false,SIN,Asia Pacific,Singapore,217 ms,6235 kB/s
8.222.187.4,2086,false,SIN,Asia Pacific,Singapore,222 ms,6214 kB/s
47.238.40.58,2086,false,HKG,Asia Pacific,Hong Kong,63 ms,6210 kB/s
8.219.93.5,2052,false,SIN,Asia Pacific,Singapore,210 ms,6207 kB/s
8.219.198.139,2082,false,SIN,Asia Pacific,Singapore,215 ms,6187 kB/s
47.237.100.206,8880,false,SIN,Asia Pacific,Singapore,223 ms,6184 kB/s
47.236.130.95,8880,false,SIN,Asia Pacific,Singapore,228 ms,6182 kB/s
47.237.86.185,80,false,SIN,Asia Pacific,Singapore,227 ms,6182 kB/s
47.245.105.224,2082,false,SIN,Asia Pacific,Singapore,225 ms,6155 kB/s
8.219.104.37,2086,false,SIN,Asia Pacific,Singapore,219 ms,6129 kB/s
47.236.144.208,2052,false,SIN,Asia Pacific,Singapore,224 ms,6122 kB/s
8.222.193.65,2082,false,SIN,Asia Pacific,Singapore,216 ms,6107 kB/s
47.236.80.110,8080,false,SIN,Asia Pacific,Singapore,215 ms,6103 kB/s
47.237.10.1,80,false,SIN,Asia Pacific,Singapore,217 ms,6077 kB/s
47.236.144.156,80,false,SIN,Asia Pacific,Singapore,220 ms,6073 kB/s
8.222.146.222,2052,false,SIN,Asia Pacific,Singapore,218 ms,6070 kB/s
47.237.95.13,8080,false,SIN,Asia Pacific,Singapore,213 ms,6041 kB/s
8.219.77.222,2086,false,SIN,Asia Pacific,Singapore,219 ms,6023 kB/s
47.236.117.48,8880,false,SIN,Asia Pacific,Singapore,223 ms,6021 kB/s
8.219.1.92,2082,false,SIN,Asia Pacific,Singapore,223 ms,6020 kB/s
47.236.144.156,2095,false,SIN,Asia Pacific,Singapore,219 ms,5991 kB/s
47.236.144.48,2086,false,SIN,Asia Pacific,Singapore,217 ms,5990 kB/s
47.236.164.215,8880,false,SIN,Asia Pacific,Singapore,220 ms,5987 kB/s
8.219.97.50,2095,false,SIN,Asia Pacific,Singapore,220 ms,5982 kB/s
47.237.81.112,80,false,SIN,Asia Pacific,Singapore,222 ms,5976 kB/s
8.219.177.205,2095,false,SIN,Asia Pacific,Singapore,217 ms,5973 kB/s
47.236.80.110,80,false,SIN,Asia Pacific,Singapore,227 ms,5969 kB/s
47.237.95.140,2086,false,SIN,Asia Pacific,Singapore,215 ms,5963 kB/s
8.222.183.242,8080,false,SIN,Asia Pacific,Singapore,221 ms,5949 kB/s
8.222.187.4,2082,false,SIN,Asia Pacific,Singapore,225 ms,5932 kB/s
8.219.111.147,2086,false,SIN,Asia Pacific,Singapore,217 ms,5927 kB/s
47.236.83.239,8080,false,SIN,Asia Pacific,Singapore,218 ms,5923 kB/s
47.237.0.31,2082,false,SIN,Asia Pacific,Singapore,221 ms,5902 kB/s
8.222.156.242,80,false,SIN,Asia Pacific,Singapore,215 ms,5899 kB/s
8.210.164.75,2082,false,HKG,Asia Pacific,Hong Kong,68 ms,5888 kB/s
47.236.104.11,8880,false,SIN,Asia Pacific,Singapore,224 ms,5875 kB/s
47.236.254.120,2086,false,SIN,Asia Pacific,Singapore,230 ms,5873 kB/s
8.219.42.72,8080,false,SIN,Asia Pacific,Singapore,90 ms,5868 kB/s
8.219.114.201,8880,false,SIN,Asia Pacific,Singapore,217 ms,5868 kB/s
47.236.164.215,2095,false,SIN,Asia Pacific,Singapore,221 ms,5862 kB/s
8.219.86.200,8080,false,SIN,Asia Pacific,Singapore,220 ms,5855 kB/s
8.219.60.54,2095,false,SIN,Asia Pacific,Singapore,215 ms,5851 kB/s
8.222.183.242,2086,false,SIN,Asia Pacific,Singapore,221 ms,5841 kB/s
47.236.9.152,2095,false,SIN,Asia Pacific,Singapore,224 ms,5819 kB/s
8.219.189.143,2095,false,SIN,Asia Pacific,Singapore,220 ms,5802 kB/s
47.236.144.208,8880,false,SIN,Asia Pacific,Singapore,226 ms,5796 kB/s
47.236.9.152,8880,false,SIN,Asia Pacific,Singapore,221 ms,5790 kB/s
47.245.96.80,2086,false,SIN,Asia Pacific,Singapore,228 ms,5790 kB/s
8.218.201.73,8080,false,HKG,Asia Pacific,Hong Kong,62 ms,5789 kB/s
8.222.183.242,2095,false,SIN,Asia Pacific,Singapore,218 ms,5782 kB/s
47.237.0.31,80,false,SIN,Asia Pacific,Singapore,222 ms,5778 kB/s
8.222.187.4,2095,false,SIN,Asia Pacific,Singapore,217 ms,5770 kB/s
8.219.77.222,80,false,SIN,Asia Pacific,Singapore,217 ms,5770 kB/s
47.236.118.216,2052,false,SIN,Asia Pacific,Singapore,224 ms,5760 kB/s
8.219.93.5,8880,false,SIN,Asia Pacific,Singapore,224 ms,5750 kB/s
8.219.107.135,8080,false,SIN,Asia Pacific,Singapore,224 ms,5742 kB/s
8.219.0.48,8080,false,SIN,Asia Pacific,Singapore,217 ms,5740 kB/s
47.237.0.31,2052,false,SIN,Asia Pacific,Singapore,223 ms,5736 kB/s
47.236.166.131,2095,false,SIN,Asia Pacific,Singapore,221 ms,5727 kB/s
8.219.122.55,2052,false,SIN,Asia Pacific,Singapore,223 ms,5727 kB/s
47.236.202.91,2052,false,SIN,Asia Pacific,Singapore,223 ms,5726 kB/s
47.236.83.239,2052,false,SIN,Asia Pacific,Singapore,235 ms,5725 kB/s
47.237.121.38,2082,false,SIN,Asia Pacific,Singapore,220 ms,5721 kB/s
8.219.86.200,2052,false,SIN,Asia Pacific,Singapore,216 ms,5718 kB/s
47.237.14.220,8880,false,SIN,Asia Pacific,Singapore,218 ms,5701 kB/s
8.219.1.92,2095,false,SIN,Asia Pacific,Singapore,214 ms,5694 kB/s
47.245.105.224,2052,false,SIN,Asia Pacific,Singapore,235 ms,5687 kB/s
47.237.86.185,2052,false,SIN,Asia Pacific,Singapore,213 ms,5684 kB/s
47.236.254.120,2052,false,SIN,Asia Pacific,Singapore,222 ms,5678 kB/s
47.243.26.83,2086,false,HKG,Asia Pacific,Hong Kong,60 ms,5676 kB/s
8.217.127.73,2095,false,HKG,Asia Pacific,Hong Kong,60 ms,5674 kB/s
8.219.139.13,2052,false,SIN,Asia Pacific,Singapore,223 ms,5654 kB/s
47.236.205.188,8880,false,SIN,Asia Pacific,Singapore,220 ms,5652 kB/s
47.236.80.110,2052,false,SIN,Asia Pacific,Singapore,214 ms,5645 kB/s
8.219.60.54,8880,false,SIN,Asia Pacific,Singapore,226 ms,5637 kB/s
8.219.60.54,2086,false,SIN,Asia Pacific,Singapore,214 ms,5630 kB/s
8.219.104.37,8080,false,SIN,Asia Pacific,Singapore,213 ms,5621 kB/s
47.236.80.110,2082,false,SIN,Asia Pacific,Singapore,215 ms,5620 kB/s
47.236.5.223,2086,false,SIN,Asia Pacific,Singapore,221 ms,5615 kB/s
8.219.60.54,2082,false,SIN,Asia Pacific,Singapore,224 ms,5614 kB/s
8.219.177.205,2082,false,SIN,Asia Pacific,Singapore,222 ms,5613 kB/s
8.219.122.55,2086,false,SIN,Asia Pacific,Singapore,216 ms,5611 kB/s
47.236.205.188,2052,false,SIN,Asia Pacific,Singapore,227 ms,5608 kB/s
47.236.170.54,8880,false,SIN,Asia Pacific,Singapore,215 ms,5604 kB/s
47.237.121.38,80,false,SIN,Asia Pacific,Singapore,219 ms,5600 kB/s
47.236.189.92,2086,false,SIN,Asia Pacific,Singapore,221 ms,5589 kB/s
47.236.121.23,2095,false,SIN,Asia Pacific,Singapore,234 ms,5586 kB/s
8.219.93.5,2095,false,SIN,Asia Pacific,Singapore,221 ms,5581 kB/s
47.236.253.41,8080,false,SIN,Asia Pacific,Singapore,221 ms,5580 kB/s
47.76.214.139,2052,false,HKG,Asia Pacific,Hong Kong,63 ms,5573 kB/s
47.236.118.216,2086,false,SIN,Asia Pacific,Singapore,240 ms,5572 kB/s
47.236.144.196,2052,false,SIN,Asia Pacific,Singapore,228 ms,5566 kB/s
8.219.104.37,80,false,SIN,Asia Pacific,Singapore,224 ms,5557 kB/s
47.236.75.152,2052,false,SIN,Asia Pacific,Singapore,223 ms,5545 kB/s
8.217.127.73,2082,false,HKG,Asia Pacific,Hong Kong,66 ms,5542 kB/s
47.236.165.25,2082,false,SIN,Asia Pacific,Singapore,229 ms,5541 kB/s
47.236.144.156,8880,false,SIN,Asia Pacific,Singapore,216 ms,5538 kB/s
47.237.14.220,2086,false,SIN,Asia Pacific,Singapore,218 ms,5534 kB/s
8.222.193.65,2086,false,SIN,Asia Pacific,Singapore,220 ms,5532 kB/s
8.219.107.135,80,false,SIN,Asia Pacific,Singapore,220 ms,5529 kB/s
8.219.97.50,80,false,SIN,Asia Pacific,Singapore,225 ms,5520 kB/s
47.76.33.40,2082,false,HKG,Asia Pacific,Hong Kong,71 ms,5504 kB/s
47.236.104.11,2052,false,SIN,Asia Pacific,Singapore,222 ms,5492 kB/s
47.236.130.95,2086,false,SIN,Asia Pacific,Singapore,218 ms,5478 kB/s
47.237.0.31,2095,false,SIN,Asia Pacific,Singapore,224 ms,5473 kB/s
47.236.169.15,8880,false,SIN,Asia Pacific,Singapore,226 ms,5464 kB/s
47.245.96.80,8880,false,SIN,Asia Pacific,Singapore,231 ms,5460 kB/s
8.218.201.73,80,false,HKG,Asia Pacific,Hong Kong,62 ms,5456 kB/s
47.236.189.92,2052,false,SIN,Asia Pacific,Singapore,217 ms,5443 kB/s
47.237.81.112,2095,false,SIN,Asia Pacific,Singapore,219 ms,5443 kB/s
47.237.95.13,2082,false,SIN,Asia Pacific,Singapore,229 ms,5442 kB/s
8.222.156.242,8880,false,SIN,Asia Pacific,Singapore,222 ms,5441 kB/s
47.237.82.15,80,false,SIN,Asia Pacific,Singapore,221 ms,5435 kB/s
8.222.183.242,2082,false,SIN,Asia Pacific,Singapore,223 ms,5434 kB/s
47.245.96.80,8080,false,SIN,Asia Pacific,Singapore,232 ms,5425 kB/s
47.236.165.25,2052,false,SIN,Asia Pacific,Singapore,224 ms,5411 kB/s
8.219.86.200,8880,false,SIN,Asia Pacific,Singapore,219 ms,5398 kB/s
8.222.156.242,2052,false,SIN,Asia Pacific,Singapore,218 ms,5394 kB/s
8.219.93.5,2086,false,SIN,Asia Pacific,Singapore,223 ms,5394 kB/s
8.218.74.119,8080,false,HKG,Asia Pacific,Hong Kong,60 ms,5388 kB/s
8.219.114.201,2082,false,SIN,Asia Pacific,Singapore,218 ms,5377 kB/s
47.236.75.113,80,false,SIN,Asia Pacific,Singapore,222 ms,5365 kB/s
47.236.75.152,2082,false,SIN,Asia Pacific,Singapore,227 ms,5361 kB/s
47.245.105.224,2086,false,SIN,Asia Pacific,Singapore,236 ms,5360 kB/s
47.236.254.120,80,false,SIN,Asia Pacific,Singapore,222 ms,5359 kB/s
47.237.121.38,2095,false,SIN,Asia Pacific,Singapore,221 ms,5359 kB/s
47.236.172.95,8880,false,SIN,Asia Pacific,Singapore,221 ms,5351 kB/s
47.236.130.95,2082,false,SIN,Asia Pacific,Singapore,218 ms,5350 kB/s
8.219.104.37,2082,false,SIN,Asia Pacific,Singapore,217 ms,5348 kB/s
47.236.104.11,2095,false,SIN,Asia Pacific,Singapore,229 ms,5340 kB/s
8.219.122.55,8880,false,SIN,Asia Pacific,Singapore,218 ms,5333 kB/s
8.219.93.5,8080,false,SIN,Asia Pacific,Singapore,209 ms,5331 kB/s
47.237.8.82,2052,false,SIN,Asia Pacific,Singapore,219 ms,5323 kB/s
47.236.87.246,8080,false,SIN,Asia Pacific,Singapore,227 ms,5319 kB/s
8.222.187.4,80,false,SIN,Asia Pacific,Singapore,216 ms,5317 kB/s
47.236.168.17,8880,false,SIN,Asia Pacific,Singapore,225 ms,5314 kB/s
47.237.121.38,8080,false,SIN,Asia Pacific,Singapore,241 ms,5305 kB/s
47.236.97.90,8080,false,SIN,Asia Pacific,Singapore,223 ms,5305 kB/s
47.236.102.102,2095,false,SIN,Asia Pacific,Singapore,230 ms,5300 kB/s
47.237.82.15,2095,false,SIN,Asia Pacific,Singapore,218 ms,5298 kB/s
47.236.180.51,2052,false,SIN,Asia Pacific,Singapore,223 ms,5293 kB/s
47.236.170.225,2082,false,SIN,Asia Pacific,Singapore,220 ms,5290 kB/s
47.236.169.164,2095,false,SIN,Asia Pacific,Singapore,226 ms,5283 kB/s
47.237.125.8,8880,false,SIN,Asia Pacific,Singapore,223 ms,5283 kB/s
8.219.60.54,2052,false,SIN,Asia Pacific,Singapore,218 ms,5283 kB/s
47.236.169.141,80,false,SIN,Asia Pacific,Singapore,219 ms,5272 kB/s
47.236.83.239,8880,false,SIN,Asia Pacific,Singapore,220 ms,5263 kB/s
47.243.27.217,2082,false,HKG,Asia Pacific,Hong Kong,67 ms,5253 kB/s
8.219.199.220,2082,false,SIN,Asia Pacific,Singapore,227 ms,5243 kB/s
8.219.139.13,8880,false,SIN,Asia Pacific,Singapore,220 ms,5240 kB/s
47.236.150.13,8080,false,SIN,Asia Pacific,Singapore,220 ms,5238 kB/s
8.219.78.188,2082,false,SIN,Asia Pacific,Singapore,222 ms,5238 kB/s
47.236.172.71,2095,false,SIN,Asia Pacific,Singapore,220 ms,5237 kB/s
8.219.0.48,8880,false,SIN,Asia Pacific,Singapore,225 ms,5235 kB/s
47.236.150.13,8880,false,SIN,Asia Pacific,Singapore,226 ms,5235 kB/s
47.236.117.48,2095,false,SIN,Asia Pacific,Singapore,223 ms,5220 kB/s
47.236.17.193,2052,false,SIN,Asia Pacific,Singapore,217 ms,5205 kB/s
47.237.86.185,8080,false,SIN,Asia Pacific,Singapore,216 ms,5193 kB/s
8.219.107.135,2095,false,SIN,Asia Pacific,Singapore,220 ms,5185 kB/s
47.237.95.140,80,false,SIN,Asia Pacific,Singapore,225 ms,5181 kB/s
47.237.82.15,2082,false,SIN,Asia Pacific,Singapore,214 ms,5174 kB/s
47.236.102.102,8080,false,SIN,Asia Pacific,Singapore,236 ms,5169 kB/s
47.236.169.15,2086,false,SIN,Asia Pacific,Singapore,226 ms,5169 kB/s
8.222.187.4,8880,false,SIN,Asia Pacific,Singapore,221 ms,5166 kB/s
47.236.149.107,2086,false,SIN,Asia Pacific,Singapore,223 ms,5160 kB/s
47.237.8.82,2086,false,SIN,Asia Pacific,Singapore,219 ms,5152 kB/s
47.76.214.139,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,5151 kB/s
47.237.82.15,8080,false,SIN,Asia Pacific,Singapore,217 ms,5151 kB/s
47.237.86.185,2086,false,SIN,Asia Pacific,Singapore,215 ms,5146 kB/s
8.222.137.192,2082,false,SIN,Asia Pacific,Singapore,221 ms,5140 kB/s
47.237.125.8,2082,false,SIN,Asia Pacific,Singapore,220 ms,5127 kB/s
47.237.95.13,80,false,SIN,Asia Pacific,Singapore,219 ms,5127 kB/s
8.217.123.243,2086,false,HKG,Asia Pacific,Hong Kong,66 ms,5124 kB/s
47.236.170.54,2052,false,SIN,Asia Pacific,Singapore,232 ms,5123 kB/s
47.237.125.8,2095,false,SIN,Asia Pacific,Singapore,226 ms,5122 kB/s
47.236.144.208,2082,false,SIN,Asia Pacific,Singapore,236 ms,5116 kB/s
47.236.87.246,2082,false,SIN,Asia Pacific,Singapore,215 ms,5111 kB/s
47.237.81.112,2052,false,SIN,Asia Pacific,Singapore,224 ms,5111 kB/s
47.236.144.48,80,false,SIN,Asia Pacific,Singapore,222 ms,5104 kB/s
47.236.144.156,2086,false,SIN,Asia Pacific,Singapore,227 ms,5095 kB/s
47.236.180.24,2052,false,SIN,Asia Pacific,Singapore,216 ms,5078 kB/s
8.219.42.72,2095,false,SIN,Asia Pacific,Singapore,91 ms,5071 kB/s
47.236.169.141,2086,false,SIN,Asia Pacific,Singapore,218 ms,5068 kB/s
47.236.10.100,8880,false,SIN,Asia Pacific,Singapore,237 ms,5052 kB/s
47.236.123.133,2052,false,SIN,Asia Pacific,Singapore,232 ms,5044 kB/s
47.236.123.133,2086,false,SIN,Asia Pacific,Singapore,223 ms,5043 kB/s
8.219.198.139,2052,false,SIN,Asia Pacific,Singapore,220 ms,5043 kB/s
8.219.97.50,2052,false,SIN,Asia Pacific,Singapore,216 ms,5039 kB/s
8.219.139.13,8080,false,SIN,Asia Pacific,Singapore,217 ms,5038 kB/s
47.237.92.26,8080,false,SIN,Asia Pacific,Singapore,222 ms,5033 kB/s
8.222.187.4,8080,false,SIN,Asia Pacific,Singapore,217 ms,5031 kB/s
47.236.165.25,8080,false,SIN,Asia Pacific,Singapore,217 ms,5023 kB/s
47.236.121.23,2082,false,SIN,Asia Pacific,Singapore,232 ms,5019 kB/s
47.237.83.20,8880,false,SIN,Asia Pacific,Singapore,223 ms,5008 kB/s
8.222.156.242,2095,false,SIN,Asia Pacific,Singapore,212 ms,5006 kB/s
8.222.183.242,80,false,SIN,Asia Pacific,Singapore,224 ms,4997 kB/s
8.219.199.220,80,false,SIN,Asia Pacific,Singapore,221 ms,4996 kB/s
47.237.92.26,2052,false,SIN,Asia Pacific,Singapore,222 ms,4993 kB/s
8.219.177.205,8080,false,SIN,Asia Pacific,Singapore,217 ms,4991 kB/s
47.76.192.24,2086,false,HKG,Asia Pacific,Hong Kong,58 ms,4985 kB/s
47.236.117.48,2052,false,SIN,Asia Pacific,Singapore,235 ms,4969 kB/s
47.236.117.48,2086,false,SIN,Asia Pacific,Singapore,235 ms,4969 kB/s
47.236.174.206,2052,false,SIN,Asia Pacific,Singapore,219 ms,4952 kB/s
47.236.144.156,2052,false,SIN,Asia Pacific,Singapore,232 ms,4951 kB/s
8.219.114.201,2095,false,SIN,Asia Pacific,Singapore,219 ms,4948 kB/s
